,timestamp,image_path,Lat,Lon,GPS_MSL_Alt,WGS_84_Alt,Press_Alt,Grnd_Spd,True_Airspeed,Mach_Number,Vert_Velocity,True_Hdg,Track,Drift,Pitch,Roll,Ambient_Temp,Total_Temp,Static_Press,Dynamic_Press,Cabin_Pressure,Wind_Speed,Wind_Dir,Solar_Zenith,Sun_Elev_AC,Sun_Az_Grd,Sun_Az_AC,hour_of_day,day_of_year,validation_height,sequence_length,Estimated height,Diff,Speed
180,18-04-2017 17:57:09,60fps_v1/20170418/170418_175706_183328_frames/20170418_175709_frame_180.jpg,34.61099494,-86.58398779,19969.6,19969.8,65045,202.8,201,0.692,-56,-0.47,360,0.8,1.01,-0.16,-63,-42.9,56.3,21.2,309.4,3.7,236.4,23.7,67.3,-173.6,-172.5,17.95,108,13161,181,13239,78,0.042195623
480,18-04-2017 17:57:14,60fps_v1/20170418/170418_175706_183328_frames/20170418_175714_frame_480.jpg,34.62009978,-86.58398461,19968.1,19968.3,65032.5,202.8,201,0.692,-20,-0.43,360,0.8,1.14,-0.12,-63,-42.9,56.3,21.3,308.9,3.5,236.3,23.7,67.4,-173.6,-172.4,17.95,108,13131,241,12707,424,0.039115637
780,18-04-2017 17:57:19,60fps_v1/20170418/170418_175706_183328_frames/20170418_175719_frame_780.jpg,34.62921099,-86.58398033,19967.6,19967.6,65032.5,202.8,201,0.692,-14,-0.45,360,0.8,1.11,-0.21,-62.8,-42.7,56.3,21.2,308.7,3.6,237.2,23.7,67.4,-173.5,-172.5,17.95,108,13161,241,13752,591,0.04569842
1080,18-04-2017 17:57:24,60fps_v1/20170418/170418_175706_183328_frames/20170418_175724_frame_1080.jpg,34.638317,-86.5839784,19967.1,19967.2,65035,202.8,200.2,0.691,-30,-0.46,360,0.8,1.08,-0.24,-63.6,-43.6,56.3,21.2,309.8,4,231.4,23.7,67.4,-173.5,-172.5,17.95,108,13191,241,12841,350,0.039855874
1380,18-04-2017 17:57:29,60fps_v1/20170418/170418_175706_183328_frames/20170418_175729_frame_1380.jpg,34.64742477,-86.58397799,19966.6,19966.6,65027.5,202.8,200.8,0.692,44,-0.43,360,0.8,1.13,-0.24,-63.4,-43.3,56.3,21.2,309.4,3.9,231.8,23.7,67.4,-173.4,-172.5,17.95,108,13161,241,12910,251,0.040249188
1680,18-04-2017 17:57:34,60fps_v1/20170418/170418_175706_183328_frames/20170418_175734_frame_1680.jpg,34.65653749,-86.58397539,19968.4,19967.8,65037.5,202.8,200,0.689,85,-0.55,360,0.9,1.29,-0.26,-63.1,-43.1,56.3,21,309.1,4.5,229.4,23.7,67.6,-173.4,-172.3,17.95,108,13161,241,11888,1273,0.035150158
1980,18-04-2017 17:57:39,60fps_v1/20170418/170418_175706_183328_frames/20170418_175739_frame_1980.jpg,34.66564204,-86.58397346,19969.9,19969.8,65042.5,202.8,200.6,0.691,15,-0.51,360,0.9,1.16,-0.17,-63.1,-43.1,56.3,21.1,308.9,4,235.5,23.7,67.4,-173.3,-172.1,17.95,108,13131,241,11994,1137,0.035609159
2280,18-04-2017 17:57:44,60fps_v1/20170418/170418_175706_183328_frames/20170418_175744_frame_2280.jpg,34.67474487,-86.58397212,19969.8,19970,65042.5,202.8,200.3,0.691,-73,-0.4,360,0.8,0.98,-0.27,-63.5,-43.5,56.3,21.1,309.1,3.9,229.4,23.7,67.2,-173.3,-172.5,17.95,108,13101,241,12390,711,0.037467914
2580,18-04-2017 17:57:49,60fps_v1/20170418/170418_175706_183328_frames/20170418_175749_frame_2580.jpg,34.68385675,-86.58396902,19967.6,19968,65032.5,202.8,200.9,0.693,-50,-0.38,360,0.8,0.98,-0.13,-63.9,-43.8,56.3,21.3,309.1,3.6,232.8,23.7,67.2,-173.2,-172.1,17.95,108,13131,241,13102,29,0.041368258
2880,18-04-2017 17:57:54,60fps_v1/20170418/170418_175706_183328_frames/20170418_175754_frame_2880.jpg,34.69296594,-86.58396969,19967,19967,65032.5,202.9,201,0.692,30,-0.38,0,0.8,1.18,-0.29,-63.1,-43,56.3,21.2,309.3,3.5,234.2,23.8,67.4,-173.2,-172.4,17.95,108,13131,241,12860,271,0.039986122
3180,18-04-2017 17:57:59,60fps_v1/20170418/170418_175706_183328_frames/20170418_175759_frame_3180.jpg,34.70207875,-86.58396625,19967.8,19967.6,65040,202.8,201.4,0.694,28,-0.42,360,0.8,1.22,-0.11,-62.9,-42.6,56.3,21.4,308.6,3.3,242,23.8,67.4,-173.1,-171.9,17.95,108,13161,241,12658,503,0.038858297
3480,18-04-2017 17:58:04,60fps_v1/20170418/170418_175706_183328_frames/20170418_175804_frame_3480.jpg,34.71118107,-86.58396583,19968.1,19968.1,65037.5,202.7,201.1,0.693,13,-0.37,0,0.8,1.14,-0.29,-63.5,-43.3,56.3,21.3,309.1,3.3,237.7,23.8,67.4,-173.1,-172.3,17.96666667,108,13131,241,12466,665,0.037841349
3780,18-04-2017 17:58:09,60fps_v1/20170418/170418_175706_183328_frames/20170418_175809_frame_3780.jpg,34.72027963,-86.58396508,19968.4,19968.3,65032.5,202.6,200.9,0.692,16,-0.31,360,0.7,1.22,-0.17,-63.1,-42.9,56.3,21.3,308.9,3,237.1,23.8,67.4,-173,-172,17.96666667,108,13131,241,12181,950,0.036437279
4080,18-04-2017 17:58:14,60fps_v1/20170418/170418_175706_183328_frames/20170418_175814_frame_4080.jpg,34.72937902,-86.58396231,19969,19968.9,65040,202.5,200.7,0.692,26,-0.29,360,0.7,1.22,-0.21,-62.8,-42.7,56.3,21.2,309.9,3,236.4,23.8,67.4,-173,-172.1,17.96666667,108,13101,241,12694,407,0.038986543
4380,18-04-2017 17:58:19,60fps_v1/20170418/170418_175706_183328_frames/20170418_175819_frame_4380.jpg,34.73846878,-86.58396106,19969.8,19969.7,65042.5,202.4,200.4016393,0.69,41,-0.43,360,0.8,1.27,-0.3,-62.9,-42.9,56.3,21.1,309.5,3.6,235.2,23.8,67.5,-172.9,-172.1,17.96666667,108,13101,241,13005,96,0.040703173
4680,18-04-2017 17:58:24,60fps_v1/20170418/170418_175706_183328_frames/20170418_175824_frame_4680.jpg,34.74755468,-86.58395871,19971.2,19971,65050,202.3,200.4,0.689,35,-0.48,360,0.9,1.2,-0.23,-62.7,-42.7,56.2,21,308.9,3.8,235.9,23.8,67.4,-172.9,-171.8,17.96666667,108,13101,241,12484,617,0.037841349
4980,18-04-2017 17:58:29,60fps_v1/20170418/170418_175706_183328_frames/20170418_175829_frame_4980.jpg,34.75664494,-86.58395519,19971.4,19971.6,65057.5,202.4,200.3,0.689,-54,-0.51,360,0.9,1.03,-0.3,-62.4,-42.4,56.2,21,308.6,4,235.8,23.8,67.2,-172.8,-172,17.96666667,108,13191,241,13097,94,0.041233508
5280,18-04-2017 17:58:34,60fps_v1/20170418/170418_175706_183328_frames/20170418_175834_frame_5280.jpg,34.76573386,-86.58395377,19969.4,19969.8,65042.5,202.4,199.7,0.687,-48,-0.55,360,0.9,1.14,-0.18,-62.7,-42.8,56.3,20.9,309.5,4.3,231.4,23.8,67.3,-172.8,-171.6,17.96666667,108,13221,241,13295,74,0.042472961
5580,18-04-2017 17:58:39,60fps_v1/20170418/170418_175706_183328_frames/20170418_175839_frame_5580.jpg,34.77483175,-86.5839515,19968.6,19968.6,65040,202.5,199.4,0.686,7,-0.6,360,1,1.25,-0.18,-62.5,-42.7,56.3,20.8,309.4,4.8,228.8,23.9,67.4,-172.7,-171.4,17.96666667,108,13221,241,11978,1243,0.035493919
5880,18-04-2017 17:58:44,60fps_v1/20170418/170418_175706_183328_frames/20170418_175844_frame_5880.jpg,34.78392435,-86.58395301,19968.7,19968.7,65042.5,202.5,199.5,0.686,20,-0.68,0,1.1,1.21,-0.2,-62.5,-42.7,56.3,20.8,309.4,4.9,232.1,23.9,67.3,-172.7,-171.4,17.96666667,108,13191,241,10848,2343,0.031090413
6180,18-04-2017 17:58:49,60fps_v1/20170418/170418_175706_183328_frames/20170418_175849_frame_6180.jpg,34.79301696,-86.58395486,19968.9,19968.9,65052.5,202.6,199.8,0.687,-20,-0.7,0,1.1,1.13,-0.29,-62.6,-42.8,56.2,20.9,309.5,4.9,234.9,23.9,67.3,-172.6,-171.5,17.96666667,108,13131,241,11628,1503,0.034016282
6480,18-04-2017 17:58:54,60fps_v1/20170418/170418_175706_183328_frames/20170418_175854_frame_6480.jpg,34.8021187,-86.58395159,19967.6,19967.9,65042.5,202.6,200.2,0.689,-41,-0.65,360,1,1.13,-0.12,-62.6,-42.7,56.3,21,309.1,4.6,235.6,23.9,67.2,-172.6,-171.1,17.96666667,108,13131,241,12129,1002,0.036196769
6780,18-04-2017 17:58:59,60fps_v1/20170418/170418_175706_183328_frames/20170418_175859_frame_6780.jpg,34.81121918,-86.58395142,19966,19966.3,65042.5,202.8,200.7,0.69,-39,-0.46,360,0.8,1.1,-0.21,-62.8,-42.7,56.3,21.1,310.4,3.8,236,23.9,67.2,-172.5,-171.5,17.96666667,108,13131,241,12609,522,0.038604322
7080,18-04-2017 17:59:04,60fps_v1/20170418/170418_175706_183328_frames/20170418_175904_frame_7080.jpg,34.82032402,-86.58395159,19964.9,19965.1,65037.5,202.8,200.6,0.69,-5,-0.45,360,0.8,1.13,-0.15,-62.5,-42.4,56.3,21.1,308.6,3.8,234.1,23.9,67.2,-172.5,-171.3,17.98333333,108,13131,241,12536,595,0.038229522
7380,18-04-2017 17:59:09,60fps_v1/20170418/170418_175706_183328_frames/20170418_175909_frame_7380.jpg,34.82943791,-86.58395041,19964.5,19964.5,65040,202.9,200.7,0.69,32,-0.49,0,0.9,1.2,-0.24,-62.7,-42.6,56.3,21.1,309.4,4,234.5,23.9,67.3,-172.4,-171.4,17.98333333,108,13131,241,12114,1017,0.036196769
7680,18-04-2017 17:59:14,60fps_v1/20170418/170418_175706_183328_frames/20170418_175914_frame_7680.jpg,34.83854895,-86.58395159,19965.1,19964.9,65042.5,202.9,200.5,0.69,52,-0.55,0,0.9,1.17,-0.21,-62.6,-42.6,56.3,21.1,309,4.2,235.5,23.9,67.2,-172.4,-171.2,17.98333333,108,13131,241,11002,2129,0.031700029
7980,18-04-2017 17:59:19,60fps_v1/20170418/170418_175706_183328_frames/20170418_175919_frame_7980.jpg,34.84766871,-86.58395117,19966,19965.8,65050,203,200.6,0.69,45,-0.68,0,1.1,1.15,-0.26,-62.8,-42.8,56.3,21.1,308.9,4.6,236.7,23.9,67.2,-172.4,-171.2,17.98333333,108,13131,241,11555,1576,0.033798229
8280,18-04-2017 17:59:24,60fps_v1/20170418/170418_175706_183328_frames/20170418_175924_frame_8280.jpg,34.85678663,-86.58395301,19966.4,19966.4,65050,203.1,200.9,0.691,-8,-0.68,360,1.1,1.14,-0.26,-62.3,-42.2,56.3,21.1,309.4,4.6,237.9,24,67.2,-172.3,-171.1,17.98333333,108,13161,241,11901,1260,0.035265662
8580,18-04-2017 17:59:29,60fps_v1/20170418/170418_175706_183328_frames/20170418_175929_frame_8580.jpg,34.86590881,-86.58395326,19965.5,19965.7,65040,203.2,201.2,0.692,-43,-0.5,360,0.9,1.09,-0.13,-62.3,-42.1,56.3,21.2,309.3,4,236,24,67.1,-172.3,-171,17.98333333,108,13161,241,11870,1291,0.035150158
8880,18-04-2017 17:59:34,60fps_v1/20170418/170418_175706_183328_frames/20170418_175934_frame_8880.jpg,34.87504039,-86.58395142,19964.3,19964.5,65035,203.3,201.1,0.692,-17,-0.32,0,0.7,1.1,-0.24,-62.6,-42.4,56.3,21.2,309.9,3.6,230.2,24,67.1,-172.2,-171.4,17.98333333,108,13131,241,12517,614,0.038229522
9180,18-04-2017 17:59:39,60fps_v1/20170418/170418_175706_183328_frames/20170418_175939_frame_9180.jpg,34.88417057,-86.58395377,19964.4,19964.2,65035,203.3,200.8,0.691,59,-0.34,0,0.7,1.22,-0.15,-62.6,-42.5,56.3,21.2,309.4,3.7,226.9,24,67.2,-172.2,-171.1,17.98333333,108,13251,241,12492,759,0.038106201
9480,18-04-2017 17:59:44,60fps_v1/20170418/170418_175706_183328_frames/20170418_175944_frame_9480.jpg,34.89330231,-86.58395729,19966.2,19965.8,65042.5,203.3,200.5,0.689,75,-0.43,0,0.8,1.27,-0.29,-62.5,-42.5,56.3,21.1,309.6,4.3,226.4,24,67.3,-172.1,-171.2,17.98333333,108,13251,241,11758,1493,0.034687656
9780,18-04-2017 17:59:49,60fps_v1/20170418/170418_175706_183328_frames/20170418_175949_frame_9780.jpg,34.90243958,-86.58395544,19968.3,19967.9,65045,203.4,200.4,0.689,42,-0.53,360,0.9,1.27,-0.17,-62.49836066,-42.49836066,56.3,21,310.1,4.6,227.6,24,67.2,-172.1,-170.8,17.98333333,108,13251,241,12323,928,0.037260612
10080,18-04-2017 17:59:54,60fps_v1/20170418/170418_175706_183328_frames/20170418_175954_frame_10080.jpg,34.9115725,-86.58395745,19969.6,19969.4,65050,203.4,201,0.692,-29,-0.4,0,0.8,1.11,-0.19,-62.5,-42.4,56.3,21.2,309.1,3.9,230.2,24,67.1,-172,-171,17.98333333,108,13251,241,10514,2737,0.030123028
10380,18-04-2017 17:59:59,60fps_v1/20170418/170418_175706_183328_frames/20170418_175959_frame_10380.jpg,34.92071295,-86.58395586,19968.9,19969.1,65040,203.5,201.3,0.693,-56,-0.24,0,0.6,1.09,-0.11,-62.6,-42.4,56.3,21.3,309.8,3.4,225.6,24,67,-172,-170.9,17.98333333,108,13281,241,10219,3062,0.029226664
10680,18-04-2017 18:00:04,60fps_v1/20170418/170418_175706_183328_frames/20170418_180004_frame_10680.jpg,34.92985253,-86.58396139,19968.1,19968.2,65030,203.6,201.1,0.692,-40,-0.25,0,0.7,1.14,-0.26,-62.7,-42.5,56.3,21.2,310.8,3.6,223.5,24,67.1,-171.9,-171.2,18,108,13281,241,10149,3132,0.029035013
10980,18-04-2017 18:00:09,60fps_v1/20170418/170418_175706_183328_frames/20170418_180009_frame_10980.jpg,34.93899541,-86.58396701,19968.5,19968.3,65035,203.7,201.1,0.692,9,-0.25,0,0.7,1.15,-0.27,-62.7,-42.6,56.3,21.3,309.4,3.7,222,24.1,67.1,-171.9,-171.2,18,108,13281,241,11691,1590,0.034460939
11280,18-04-2017 18:00:14,60fps_v1/20170418/170418_175706_183328_frames/20170418_180014_frame_11280.jpg,34.94814525,-86.58396801,19970.1,19969.8,65040,203.7,201.2,0.693,22,-0.19,0,0.6,1.16,-0.24,-63.1,-42.9,56.3,21.3,309.8,3.4,221.5,24.1,67.1,-171.8,-171.1,18,108,13281,241,12484,797,0.038106201
11580,18-04-2017 18:00:19,60fps_v1/20170418/170418_175706_183328_frames/20170418_180019_frame_11580.jpg,34.95729124,-86.58397195,19971.5,19971.3,65037.5,203.7,201.1,0.692,-2,-0.21,0,0.6,1.14,-0.21,-62.8,-42.7,56.3,21.3,309.3,3.4,221.1,24.1,67,-171.8,-171,18,108,13281,241,12461,820,0.037983673
11880,18-04-2017 18:00:24,60fps_v1/20170418/170418_175706_183328_frames/20170418_180024_frame_11880.jpg,34.96643844,-86.58397597,19972.4,19972.2,65045,203.7,201.1,0.692,-2,-0.24,0,0.7,1.12,-0.21,-63,-42.9,56.3,21.2,309.1,3.7,220.3,24.1,67,-171.7,-170.9,18,108,13281,241,11910,1371,0.035379422
12180,18-04-2017 18:00:29,60fps_v1/20170418/170418_175706_183328_frames/20170418_180029_frame_12180.jpg,34.97559415,-86.58397648,19972.7,19972.8,65045,203.8,200.8,0.692,-74,-0.26,0,0.7,1.01,-0.24,-63.3,-43.2,56.3,21.2,309.9,4,218.5,24.1,66.9,-171.7,-170.9,18,108,13281,241,12507,774,0.038229522
12480,18-04-2017 18:00:34,60fps_v1/20170418/170418_175706_183328_frames/20170418_180034_frame_12480.jpg,34.9847522,-86.58397991,19971,19971.4,65037.5,204,200.9,0.692,-86,-0.23,0,0.6,1.03,-0.18,-63.2,-43.1,56.3,21.2,309,3.9,217.4,24.1,66.9,-171.6,-170.8,18,108,13281,241,11477,1804,0.033629823
12780,18-04-2017 18:00:39,60fps_v1/20170418/170418_175706_183328_frames/20170418_180039_frame_12780.jpg,34.99392203,-86.58397991,19969.8,19969.9,65037.5,204.2,201,0.692016393,-5,-0.29,0,0.7,1.05,-0.25,-62.99836066,-42.79836066,56.3,21.3,309.9,4.1,218.1,24.1,66.9,-171.6,-170.8,18,108,13251,241,11439,1812,0.033518466
13080,18-04-2017 18:00:44,60fps_v1/20170418/170418_175706_183328_frames/20170418_180044_frame_13080.jpg,35.00309206,-86.58398268,19970.5,19970.2,65040,204.2,201.2,0.692,67,-0.32,360,0.7,1.14,-0.14,-62.8,-42.6,56.3,21.2,309.5,4.2,218.9,24.1,67,-171.6,-170.4,18,108,13251,241,10891,2360,0.031494185
13380,18-04-2017 18:00:49,60fps_v1/20170418/170418_175706_183328_frames/20170418_180049_frame_13380.jpg,35.01226608,-86.58398553,19972.3,19971.9,65052.5,204.4,201.6,0.694,56,-0.34,0,0.7,1.01,-0.26,-63,-42.8,56.2,21.3,309,4.1,220.8,24.2,66.8,-171.5,-170.7,18,108,13221,241,11091,2130,0.032226607
13680,18-04-2017 18:00:54,60fps_v1/20170418/170418_175706_183328_frames/20170418_180054_frame_13680.jpg,35.02145019,-86.5839836,19972.5,19972.7,65047.5,204.5,201.5,0.694,-46,-0.26,360,0.6,0.98,-0.14,-62.5,-42.2,56.3,21.3,309.5,3.9,218.3,24.2,66.8,-171.5,-170.5,18,108,13221,241,10528,2693,0.03031991
13980,18-04-2017 18:00:59,60fps_v1/20170418/170418_175706_183328_frames/20170418_180059_frame_13980.jpg,35.03063703,-86.58398745,19970.4,19971,65040,204.7,201.2,0.692,-99,-0.34,0,0.7,1.01,-0.32,-62.6,-42.4,56.3,21.3,310.6,4.4,216.8,24.2,66.8,-171.4,-170.7,18,108,13221,241,11249,1972,0.032865509
14280,18-04-2017 18:01:04,60fps_v1/20170418/170418_175706_183328_frames/20170418_180104_frame_14280.jpg,35.0398307,-86.58399064,19967.9,19968.3,65035,204.8,201.2,0.692,-43,-0.51,0,0.9,1.13,-0.29,-62.9,-42.8,56.3,21.2,310.9,4.9,220,24.2,66.9,-171.4,-170.4,18.01666667,108,13161,241,11914,1247,0.035609159
14580,18-04-2017 18:01:09,60fps_v1/20170418/170418_175706_183328_frames/20170418_180109_frame_14580.jpg,35.04903337,-86.58398913,19967.3,19967.3,65030,204.9,200.8,0.691,41,-0.59,0,1,1.22,-0.26,-62.7,-42.6,56.3,21.2,310.3,5.5,221.2,24.2,67,-171.3,-170.2,18.01666667,108,13161,241,12359,802,0.037716046
14880,18-04-2017 18:01:14,60fps_v1/20170418/170418_175706_183328_frames/20170418_180114_frame_14880.jpg,35.05823362,-86.58399106,19968.9,19968.4,65045,204.9,200.8,0.691,86,-0.46,360,0.8,1.22,-0.23,-62.4,-42.3,56.3,21.1,308.6,5.1,216.6,24.2,67,-171.3,-170.2,18.01666667,108,13161,241,12041,1120,0.036196769
15180,18-04-2017 18:01:19,60fps_v1/20170418/170418_175706_183328_frames/20170418_180119_frame_15180.jpg,35.06743952,-86.58398913,19970.6,19970.3,65050,204.9,200.8,0.691,45,-0.54,0,0.9,1.16,-0.25,-62.3,-42.2,56.2,21.1,309.3,5.4,218.4,24.2,66.9,-171.2,-170.1,18.01666667,108,13191,241,12413,778,0.037967486
15480,18-04-2017 18:01:24,60fps_v1/20170418/170418_175706_183328_frames/20170418_180124_frame_15480.jpg,35.07664395,-86.58399139,19971,19971.1,65047.5,205,201.4,0.693,-1,-0.58,360,0.9,1.04,-0.24,-62.7,-42.5,56.3,21.3,309.9,5.2,223.4,24.2,66.8,-171.2,-170.1,18.01666667,108,13161,241,12359,802,0.037716046
15780,18-04-2017 18:01:29,60fps_v1/20170418/170418_175706_183328_frames/20170418_180129_frame_15780.jpg,35.08585396,-86.58399148,19970.5,19970.6,65047.5,205.2,201.5,0.693,-1,-0.59,360,1,1.04,-0.2,-62.6,-42.4,56.3,21.3,310.1,5.2,222.6,24.2,66.8,-171.1,-169.9,18.01666667,108,13071,241,11687,1384,0.034687656
16080,18-04-2017 18:01:34,60fps_v1/20170418/170418_175706_183328_frames/20170418_180134_frame_16080.jpg,35.09507566,-86.58398905,19970,19970.2,65042.5,205.3,202.2,0.695,-39,-0.58,360,1,0.92,-0.34,-62.5,-42.1,56.3,21.5,309.9,4.9,227.8,24.3,66.7,-171.1,-170.2,18.01666667,108,13041,241,12686,355,0.039470172
16380,18-04-2017 18:01:39,60fps_v1/20170418/170418_175706_183328_frames/20170418_180139_frame_16380.jpg,35.10429929,-86.58399005,19968.7,19969,65035,205.5,202.2,0.695,-54,-0.71,360,1.1,1.01,-0.12,-62.1,-41.7,56.3,21.5,309.9,5.3,228.1,24.3,66.7,-171,-169.5,18.01666667,108,13041,241,12819,222,0.040249188
16680,18-04-2017 18:01:44,60fps_v1/20170418/170418_175706_183328_frames/20170418_180144_frame_16680.jpg,35.11352827,-86.58399248,19967.7,19967.8,65035,205.6,202.6,0.696,-14,-0.78,360,1.2,0.98,-0.23,-62.2,-41.7,56.3,21.5,309.4,5.2,234.1,24.3,66.7,-171,-169.6,18.01666667,108,13041,241,12962,79,0.041099633
16980,18-04-2017 18:01:49,60fps_v1/20170418/170418_175706_183328_frames/20170418_180149_frame_16980.jpg,35.12276669,-86.58398888,19967.6,19967.5,65030,205.7,202.6,0.696,37,-0.74,360,1.1,1.08,-0.19,-62.2,-41.7,56.3,21.5,310.1,5.2,231.4,24.3,66.8,-171,-169.5,18.01666667,108,13071,241,12857,214,0.040515739
17280,18-04-2017 18:01:54,60fps_v1/20170418/170418_175706_183328_frames/20170418_180154_frame_17280.jpg,35.13200481,-86.58398972,19968.9,19968.6,65040,205.8,202.6,0.696,50,-0.74,360,1.1,1.03,-0.23,-62.2,-41.8,56.3,21.5,310,5.5,229.6,24.3,66.7,-170.9,-169.6,18.01666667,108,13071,241,12761,310,0.039986122
17580,18-04-2017 18:01:59,60fps_v1/20170418/170418_175706_183328_frames/20170418_180159_frame_17580.jpg,35.14125039,-86.58398645,19970.3,19970,65050,205.8,202.4,0.696,26,-0.71,360,1.1,1.01,-0.25,-62.1,-41.7,56.3,21.5,309.4,5.4,228.2,24.3,66.7,-170.9,-169.6,18.01666667,108,13071,241,12152,919,0.036861637
17880,18-04-2017 18:02:04,60fps_v1/20170418/170418_175706_183328_frames/20170418_180204_frame_17880.jpg,35.15049614,-86.58398854,19970.5,19970.6,65047.5,206,202.3,0.695,-29,-0.71,360,1.1,0.96,-0.19,-62.2,-41.8,56.3,21.5,309.4,5.5,226.1,24.3,66.6,-170.8,-169.5,18.03333333,108,13071,241,12906,165,0.040834474
18180,18-04-2017 18:02:09,60fps_v1/20170418/170418_175706_183328_frames/20170418_180209_frame_18180.jpg,35.15974834,-86.58399164,19969.5,19969.7,65040,206.1,202.6,0.696,-21,-0.68,360,1.1,0.94,-0.27,-62.2,-41.8,56.3,21.5,309.6,5.5,225.8,24.3,66.6,-170.8,-169.6,18.03333333,108,13071,241,12799,272,0.040249188
18480,18-04-2017 18:02:14,60fps_v1/20170418/170418_175706_183328_frames/20170418_180214_frame_18480.jpg,35.16901202,-86.5839898,19969.1,19969.1,65037.5,206.3,202.7,0.696,16,-0.63,0,1,0.96,-0.18,-61.9,-41.4,56.3,21.5,310.1,5.5,224.7,24.4,66.6,-170.7,-169.4,18.03333333,108,13041,241,12744,297,0.039986122
18780,18-04-2017 18:02:19,60fps_v1/20170418/170418_175706_183328_frames/20170418_180219_frame_18780.jpg,35.1782783,-86.58399332,19969.7,19969.5,65047.5,206.4,202.8,0.697,30,-0.53,0,0.9,0.93,-0.21,-62.2,-41.7,56.3,21.6,309.8,5.2,221.2,24.4,66.6,-170.7,-169.6,18.03333333,108,13041,241,12581,460,0.039115637
19080,18-04-2017 18:02:24,60fps_v1/20170418/170418_175706_183328_frames/20170418_180224_frame_19080.jpg,35.18755053,-86.58399759,19970.1,19970.1,65047.5,206.5,202.7,0.696,3,-0.61,0,1,0.97,-0.18,-61.6,-41.1,56.3,21.5,310.4,5.3,222.8,24.4,66.6,-170.6,-169.3,18.03333333,108,13041,241,12833,208,0.040515739
19380,18-04-2017 18:02:29,60fps_v1/20170418/170418_175706_183328_frames/20170418_180229_frame_19380.jpg,35.1968329,-86.58399801,19970.1,19970.2,65045,206.7,202.9,0.697,7,-0.73,0,1.1,0.97,-0.26,-62,-41.5,56.3,21.6,310.1,5.8,225.3,24.4,66.6,-170.6,-169.4,18.03333333,108,13071,241,12521,550,0.038858297
19740,18-04-2017 18:02:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180235_frame_19740.jpg,35.20797555,-86.58400019,19970.2,19970.2,65047.5,206.8,202.5,0.696,-6,-0.73,360,1.1,0.92,-0.16,-61.8,-41.3,56.3,21.5,308.6,5.8,222.6,24.4,66.5,-170.5,-169.1,18.03333333,108,13041,301,12901,140,0.040966624
20040,18-04-2017 18:02:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180240_frame_20040.jpg,35.21726663,-86.58400329,19969.8,19969.8,65050,207,202.7,0.696,-11,-0.76,0,1.2,0.94,-0.21,-62,-41.5,56.3,21.5,309.4,6.1,223.4,24.4,66.5,-170.5,-169.1,18.03333333,108,13071,241,13278,207,0.043316795
20340,18-04-2017 18:02:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180245_frame_20340.jpg,35.22656802,-86.58400053,19968.9,19969.1,65047.5,207.1,202.9,0.697,-14,-0.73,360,1.1,0.92,-0.11,-61.8,-41.3,56.3,21.6,310.3,6,222.5,24.4,66.5,-170.4,-168.9,18.03333333,108,13071,241,12958,113,0.041368258
20640,18-04-2017 18:02:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180250_frame_20640.jpg,35.23587201,-86.58400346,19968,19968.2,65040,207.3,203,0.697,-18,-0.74,360,1.1,0.89,-0.19,-61.5,-40.9,56.3,21.6,309.4,6.1,222.8,24.4,66.4,-170.4,-169,18.03333333,108,13071,241,13178,107,0.042750562
20940,18-04-2017 18:02:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180255_frame_20940.jpg,35.24518861,-86.58400145,19967.5,19967.6,65045,207.4,203.4,0.699,0,-0.79,360,1.2,0.82,-0.21,-61.7,-41.1,56.3,21.7,309.5,6.1,224.3,24.4,66.4,-170.3,-169,18.03333333,108,13071,241,13285,214,0.043460704
21240,18-04-2017 18:03:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_180300_frame_21240.jpg,35.25451028,-86.58400505,19967.1,19967.3,65050,207.7,203.7,0.699,-19,-0.83,360,1.2,0.79,-0.34,-61.8,-41.1,56.3,21.7,310,6.2,225.8,24.5,66.3,-170.3,-169.2,18.05,108,13071,241,12914,157,0.041233508
21540,18-04-2017 18:03:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_180305_frame_21540.jpg,35.26384209,-86.58400782,19966.1,19966.3,65035,207.9,203.6,0.699,-16,-0.88,360,1.3,0.81,-0.3,-61.7,-41,56.3,21.7,310.3,6.4,225.9,24.5,66.3,-170.3,-169,18.05,108,13071,241,12450,621,0.038730893
21840,18-04-2017 18:03:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_180310_frame_21840.jpg,35.27318676,-86.58400606,19965.8,19965.8,65042.5,208.1,204,0.701,12,-0.94,0,1.3,0.82,-0.24,-62,-41.2,56.3,21.8,309.1,6.4,228.7,24.5,66.3,-170.2,-168.8,18.05,108,13071,241,11783,1288,0.035609159
